Tanggal Masuk,No Inventaris,Penyusun,Judul Buku,Penerbit,Kota Terbit,Tahun Terbit,Call Number Klasifikasi,Call Number Penyusun,Call Number Klasifikasi Judul,Asal,Eks,Status
16-06-2023,1983/SMPN3 KDR/2023,PANG KIM XIONG,BENJAMIN FRANKLIN PENEMU PENANGKAL PETIR,ELEX MEDIA KOMPUTINDO,JAKARTA,2007,813,PAN,BEN,DAK203,1,BAIK
16-06-2023,1984/SMPN3 KDR/2023,YULI HESTI WAHYUNINGSIH ,KIAT BERPIDATO,PERMATAEQUATOR ,JAKARTA,2008,815,YUL,KIA,DAK203,1,BAIK
16-06-2023,1985/SMPN3 KDR/2023,E.KOSASIH ,KHAZANAH SASTRA MELAYU KLASIK,NOBEL EDUMEDIA,PULOGADUNG,2008,899,KOS,KHA,DAK203,1,BAIK
16-06-2023,1986/SMPN3 KDR/2023,T.BACHTIAR ,DI ANTARA DEBU DAN BATU GALUNGGUNG,AZKA PRESS,,,813,BAC,DIA,DAK203,1,BAIK
16-06-2023,1987/SMPN3 KDR/2023,KUSWILONO ,MENGISI BERBAGAI JENIS FORMULIR,PERMATAEQUATOR ,JAKARTA,2008,816,KUS,MEN,DAK203,1,BAIK
16-06-2023,1989/SMPN3 KDR/2023,KARDONO ,AKU BANGGA MENJADI ANAK INDONESIA,ARMANDELTA SELARAS,,2007,813,KAR,AKU,DAK203,1,BAIK
16-06-2023,1990/SMPN3 KDR/2023,ASEP DADANG ,MEMBUAT PR YANG MENYENANGKAN,GLOBALINDO ,BANDUNG,2007,807,ASE,MEM,DAK203,1,BAIK
16-06-2023,1991/SMPN3 KDR/2023,FIDELARA ,MADE PERGI JAUH,BSD MIPA,JAKARTA,2015,813,FID,MAD,DAK203,1,BAIK
16-06-2023,1992/SMPN3 KDR/2023,AEP SAEFULLOH ,SAHABAT LAUT,GANECA EXACT,JAKARTA,2008,813,AEP,SAH,DAK203,1,BAIK
16-06-2023,1993/SMPN3 KDR/2023,AF IDAH SLMAH,KEAJAIBAN CANDI BOROBUDUR,MEDIATAMA ,SURAKARTA,2007,813,IDA,KEA,DAK203,1,BAIK
16-06-2023,1994/SMPN3 KDR/2023,DOUWES DEKKER,DANUDIRJA SETIABUDHI,SARANA PANCA KARYA NUSA,BANDUNG,2009,813,DOU,DAN,DAK203,1,BAIK
16-06-2023,1995/SMPN3 KDR/2023,DINDIN NASRUDIN ,BUDI PEKERTI KEPADA TEMAN,KARYA MANDIRI PRATAMA,JAKARTA,2006,813,DIN,BUD,DAK203,1,BAIK
16-06-2023,1998/SMPN3 KDR/2023,WIMPY S.I,DUKUN MAMARIA,BINTANG BOOKS,,2009,813,WIM,DUK,DAK203,1,BAIK
16-06-2023,1999/SMPN3 KDR/2023,TITI B ,MENJEBAK PEMBURU BADAK,GANECA EXACT,BANDUNG,2007,813,TIT,MEN,DAK203,1,BAIK
16-06-2023,2000/SMPN3 KDR/2023,TUBAGUS FAJAR ,CINTA LINGKUNGAN HIDUP,GANECA EXACT,JAKARTA,2006,813,TUB,CIN,DAK203,1,BAIK
16-06-2023,2001/SMPN3 KDR/2023,JERO MANGKU MADE BUDA,BABAD NUSA PENIDA,PARAMITA SURABAYA,,2007,801.16,BUD,BAB,DAK203,1,BAIK
16-06-2023,2002/SMPN3 KDR/2023,KETUT GINARSA ,GEGURITAN JAYAPRANA,KAYUMAS AGUNG,DENPASAR,1989,819,GIN,GEG,DAK203,1,BAIK
16-06-2023,2003/SMPN3 KDR/2023,EVELYN RIENTJE ,CINDELARAS,INTIMEDIA CIPTANUSANTARA,JAKARTA,2010,813,EVE,CIN,DAK203,1,BAIK
16-06-2023,2004/SMPN3 KDR/2023,TINA,AKU INGIN MENJADI ASTRONAUT,GLOBALINDO ,BANDUNG,2006,813,TIN,AKU,DAK203,1,BAIK
16-06-2023,2005/SMPN3 KDR/2023,KORRIE LAYUN RAMPAN ,CENDRAWASIH DAN BURUNG CANTIK LAINNYA,CAKRA MEDIA,,1997,810,KOR,CEN,DAK203,1,BAIK
16-06-2023,2006/SMPN3 KDR/2023,NUR FARIDA AGUSTINA ,KADO TERINDAH DARI AYAH,PUSPAPOPULER ,JAKARTA,2010,813,NUR,KAD,DAK203,1,BAIK
16-06-2023,2009/SMPN3 KDR/2023,ILYAS A.S,KAUM BAALBEK,EPSILON GRUP ,,2010,813,ILY,KAU,DAK203,1,BAIK
16-06-2023,2010/SMPN3 KDR/2023,NYOMAN SINGGIH WIKARMAN ,KIDUNG LUNGSIR PETAK,BHAKTI PRESS,,2005,819,SIN,KID,DAK203,1,BAIK
16-06-2023,2011/SMPN3 KDR/2023,"GEDE PUDJA,MA SH",THEOLOGI HINDU,PARAMITA SURABAYA,SURABAYA,1999,801,PUD,THE,DAK203,1,BAIK
16-06-2023,2012/SMPN3 KDR/2023,BENEDICTA ,SENANDUNG RUMAH BUNDA,PUSPAPOPULER ,JAKARTA,2011,813,BEN,SEN,DAK203,1,BAIK
16-06-2023,2015/SMPN3 KDR/2023,SUWARDONO ,MEMBUAT GULA SEMUT,SANDIARTA SUKSES,,2009,813,SUW,MEM,DAK203,1,BAIK
17-06-2023,2016/SMPN3 KDR/2023,PAULUS YOS ADI RIYADI ,STRUKTUR DRAMA BALI MODERN,DEPARTEMEN PENDIDIKAN ,JAKARTA,1986,808,PAU,STR,DAK203,1,BAIK
17-06-2023,2017/SMPN3 KDR/2023,NUNUNG DWI VERAWATI ,RASA KEMANUSIAAN,ARMANDELTA SELARAS,JAKARTA,2010,813,NUN,RAS,DAK203,1,BAIK
17-06-2023,2021/SMPN3 KDR/2023,CINE,BARBIE OF SWAN LAKE,GRAMEDIA PUSTAKA UTAMA,,2007,813,CIN,BAR,DAK203,1,BAIK
17-06-2023,2022/SMPN3 KDR/2023,HONDA NATSUMI ,BEAUTY REVOLUTION,TIGA LANCAR SEMESTA ,,2012,813,HON,BEA,DAK203,1,BAIK
17-06-2023,2023/SMPN3 KDR/2023,RENATA POHAN ,THE FISH AND THE TORTOIS,CAHAYA PUSTAKA RAGA,BEKASI,2009,823,REN,THE,DAK203,1,BAIK
17-06-2023,2024/SMPN3 KDR/2023,ADHI M .SEPTIADI ,TEMPAT DAN PERISTIWA SEJARAH DI NUSA TENGGARA BARAT,SARANA PANCA KARYA NUSA,,2009,813,ADH,TEM,DAK203,1,BAIK
17-06-2023,2025/SMPN3 KDR/2023,IRWAN ,KISAH SI BURUNG PUYUH,NUSA PERSADA ,,2009,813,IRW,KIS,DAK203,1,BAIK
17-06-2023,2027/SMPN3 KDR/2023,YUNNE ,HIKMAH TIKUS SAWAH,NUSA PERSADA ,,2009,813,YUN,HIK,DAK203,1,BAIK
17-06-2023,2028/SMPN3 KDR/2023,PURWO SASMITO ,TERBONGKARNYA RAHASIA RUMAH TUA,GANECA EXACT,JAKARTA,2008,800,PUR,TER,DAK203,1,BAIK
17-06-2023,2029/SMPN3 KDR/2023,IQBAL AJI D ,RAGAM PUISI BARU,PERMATAEQUATOR ,JAKARTA,2008,811,IQB,RAG,DAK203,1,BAIK
17-06-2023,2030/SMPN3 KDR/2023,NYOMAN DUNIA SPD,GEGURITAN GOA GIRI PUTRI,PERMATA SURABAYA ,,2007,819,DUN,GEG,DAK203,1,BAIK
17-06-2023,2032-2033/SMPN3 KDR/2023,PROF.DR.M ATAR SEMI ,TERAMPIL BERDISKUSI DAN BERDEBAT,TITIAN ILMU,BANDUNG,2008,808,ATA,TER,DAK203,2,BAIK
17-06-2023,2034-2035/SMPN3 KDR/2023,HASAN ,GANGGANG MERAH MEMBAWA BERKAH,WAHANA IPTEK,BANDUNG,2012,818,HAS,GAN,DAK203,2,BAIK
17-06-2023,2036-2037/SMPN3 KDR/2023,T.BACHTIAR ,KRAKATAU,AZKA PRESS,JAKARTA,2006,813,BAC,KRA,DAK203,2,BAIK
17-06-2023,2038-2041/SMPN3 KDR/2023,BUDIMAN AKBAR,SEMUA BISA MENULIS SKENARIO,ESENSI ERLANGGA GROUP,,2015,808.02,BUD,SEM,DAK203,4,BAIK
17-06-2023,2042-2043/SMPN3 KDR/2023,ANO KARSANA ,MONUMEN DI HUTAN JATI,AZKA PRESS,JAKARTA,2006,813,ANO,MON,DAK203,2,BAIK
17-06-2023,2044-2045/SMPN3 KDR/2023,NURISMAN K ,KUJELANG HARI ESOK DENGAN SERIBU HARAPAN,GANECA EXACT,JAKARTA,2006,813,NUR,KUJ,DAK203,2,BAIK
17-06-2023,2046-2047/SMPN3 KDR/2023,AZHARY,PENCURI SEMAH KENDURI,AZKA PRESS,JAKARTA,2006,813,AZH,PEN,DAK203,2,BAIK
17-06-2023,2051-2052/SMPN3 KDR/2023,PERTIWI AMBARWATI ,DITA TAK IRI LAGI,PTIMA INTELIJENSIA ,DEPOK,2012,813,PER,DIT,DAK203,2,BAIK
17-06-2023,2053-2054/SMPN3 KDR/2023,ADIB SOFIA ,FEMINISME DAN SASTRA,KATARSIS ,BANDUNG,2003,813,ADI,FEM,DAK203,2,BAIK
19-06-2023,2055-2056/SMPN3 KDR/2023,E.KOSASIH ,APRESIASI SASTRA INDONESIA,NOBEL EDUMEDIA,JAKARTA,2008,810,KOS,APR,DAK203,4,BAIK
19-06-2023,2059-2060/SMPN3 KDR/2023,JANU MURDIYATMOKO,BUDI PEKERTI BERTAMU,KARYA MANDIRI PRATAMA,JAKARTA,2006,813,JAN,BUD,DAK203,2,BAIK
19-06-2023,2063-2065/SMPN3 KDR/2023,IZZATUL JANNAH ,FESTIVAL SYAHADAH,ERA DICITRA INTERMEDIA ,SOLO,2010,813,IZZ,FES,DAK203,3,BAIK
19-06-2023,2066-2067/SMPN3 KDR/2023,GILANG FAJAR ,GEMA SUARA LEBAH,WACANA PRIMA,,2009,813,GIL,GEM,DAK203,2,BAIK
19-06-2023,2068-2069/SMPN3 KDR/2023,ROCHMAWATI ,NURANI,GANECA EXACT,JAKARTA,2006,813,ROC,NUR,DAK203,2,BAIK
19-06-2023,2070-2071/SMPN3 KDR/2023,YENNY,AYAHKU IDOLAKU,PUSPAPOPULER ,JAKARTA,2011,813,YEN,AYA,DAK203,2,BAIK
19-06-2023,2072-2073/SMPN3 KDR/2023,DENDY SUGONO ,DARI AMERIKA KE CATATAN LANGIT,ROSDA,BANDUNG,2005,811,DEN,DAR,DAK203,2,BAIK
19-06-2023,2074-2075/SMPN3 KDR/2023,S.SANIBAR,MENJUNJUNG LANGIT DESAKU,JAYA ABADI ,,2009,813,SAN,MEN,DAK203,2,BAIK
19-06-2023,2076-2077/SMPN3 KDR/2023,GEMI NITRIO ,JATI DIRI DI ANTARA TUNAS BANGSA,WACANA PRIMA,,2009,813,GEM,JAT,DAK203,2,BAIK
19-06-2023,2078-2080/SMPN3 KDR/2023,IDA KTUT JELANTIK ,GEGURITAN LOKIKA,KAYUMAS AGUNG,,,819,JEL,GEG,DAK203,3,BAIK
19-06-2023,2081-2082/SMPN3 KDR/2023,PROF.DRS.M.ATAR SEMI ,TERAMPIL MENULIS SURAT,TITIAN ILMU,BANDUNG,2008,816,ATA,TER,DAK203,2,BAIK
19-06-2023,2083-2084/SMPN3 KDR/2023,ARSYAD SIDIK ,JIKA PERTIWI MEMANGGIL,WACANA PRIMA,,2009,813,ARS,JIK,DAK203,2,BAIK
19-06-2023,2085-2086/SMPN3 KDR/2023,FIRMAN ARDIANSYAH ,PELURU TERAKHIR,GANECA EXACT,JAKARTA,2006,813,FIR,PEL,DAK203,2,BAIK
19-06-2023,2087-2088/SMPN3 KDR/2023,ACA SUPRIATNA ,PESAN UNTUK ANAKU,PUSTAKA MADANI ,BANDUNG,2007,813,ACA,PES,DAK203,2,BAIK
19-06-2023,2089-2091/SMPN3 KDR/2023,LESTARI ,PAHLAWAN MUDA,BINTANG BOOKS,,2009,813,LES,PAH,DAK203,3,BAIK
19-06-2023,2092-2093/SMPN3 KDR/2023,ASTUTI ,SEBUAH RAKET BUAT TANIA,SARANA PANCA KARYA NUSA,BANDUNG,2010,813,AST,SEB,DAK203,2,BAIK
19-06-2023,2094-2095/SMPN3 KDR/2023,FIDELARA ,PETUALANGAN DI ERMOKO,BINA SUMBER DAYA MIPA,JAKARTA,2015,813,FID,PET,DAK203,2,BAIK
19-06-2023,2096-2097/SMPN3 KDR/2023,NY.P.E.GAZULI ,DETEKTIF CILIK,BINTANG BOOKS,,2009,813,GAZ,DET,DAK203,2,BAIK
19-06-2023,2098-2099/SMPN3 KDR/2023,BIANDA ,SI TALUY DARI BADUY,AZKA PRESS,JAKARTA,2006,813,BIA,SIT,DAK203,2,BAIK
19-06-2023,2102-2103/SMPN3 KDR/2023,DIDIK DJUNAEDI ,BABY SQUIRREL LEARNT A LESSON,CAHAYA PUSTAKA RAGA,BEKASI,2008,823,DID,BAB,DAK203,2,BAIK
19-06-2023,2104-2105/SMPN3 KDR/2023,SENO SUBRO ,SI TUKANG SABLON,TIGA SERANGKAI ,SOLO,2008,813,SEN,SIT,DAK203,2,BAIK
19-06-2023,2106-2107/SMPN3 KDR/2023,ANGGRAENI ,DI SANA JALAN SEAMKIN TERBUKA,JAYA ABADI ,,2010,813,ANG,DIS,DAK203,2,BAIK
19-06-2023,2108-2109/SMPN3 KDR/2023,DR.F AZIEZ ,ANALISIS FIKSI,MULTI KREASI SATU DELAPAN ,JAKARTA,2010,813,AZI,ANA,DAK203,2,BAIK
19-06-2023,2110-2111/SMPN3 KDR/2023,M.SUDAMA ,JUJUR PASTI MUJUR,DJATMIKA ,BANDUNG,2008,813,SUD,JUJ,DAK203,2,BAIK
19-06-2023,2112-2113/SMPN3 KDR/2023,SAKTI WIBOWO ,RAIHLAH BINTANG BINTANG,NOBEL EDUMEDIA,PULOGADUNG,2008,813,SAK,RAI ,DAK203,2,BAIK
19-06-2023,2114-2115/SMPN3 KDR/2023,FIDELARA ,ARTI TEU NANAON KU NANAON,BSD MIPA,JAKARTA,2015,813,FID,ART,DAK203,2,BAIK
20-06-2023,2116-2117/SMPN3 KDR/2023,HERMAWAN  ,BERTAMASYA KE LUAR ANGKASA,GANECA EXACT,JAKARTA,2006,813,HER,BER,DAK203,2,BAIK
20-06-2023,2118-2119/SMPN3 KDR/2023,ALI MUAKHIR ,FAVORIT STORIES FOR GIRLS,CHILPRESS,,2009,810,ALI,FAV,DAK203,2,BAIK
20-06-2023,2120-2122/SMPN3 KDR/2023,BAMBANG TRIM ,NAR-KO-BA VS NARKOBA,AZKA PRESS,,2006,813,BAM,NAR,DAK203,2,BAIK
20-06-2023,2123-2124/SMPN3 KDR/2023,FIDELARA ,MISTERI TEKA-TEKI DARI MINANGKABAU,BINA SUMBER DAYA MIPA,JAKARTA,2010,813,FID,MIS,DAK203,2,BAIK
20-06-2023,2125-2126/SMPN3 KDR/2023,FIDELARA ,INANG TERSAYANG,BINA SUMBER DAYA MIPA,JAKARTA,2010,813,FID,INA,DAK203,2,BAIK
20-06-2023,2127-2128/SMPN3 KDR/2023,PUNK PRIBADI ,SAPI PERAH PAMAN,TIGA SERANGKAI ,SOLO,2008,813,PUN,SAP,DAK203,2,BAIK
20-06-2023,2129-2130/SMPN3 KDR/2023,DRA.HJ.AISYAH ,LAUTKU KEMBALI BIRU,AZKA PRESS,,2008,813,AIS,LAU,DAK203,2,BAIK
20-06-2023,2131-2132/SMPN3 KDR/2023,SETIAWAN ISLAM ,SANTRI PRODUKTIF,MULTAZAM MULIA UTAMA,JAKARTA,2014,813,SET,SAN,DAK203,2,BAIK
20-06-2023,2133-2134/SMPN3 KDR/2023,FAJAR DINAR ,BATIK MODERN KARYA KARSINO,MULTAZAM MULIA UTAMA,JAKARTA,2012,813,FAJ,BAT,DAK203,2,BAIK
20-06-2023,2135-2136/SMPN3 KDR/2023,AHMAD YANI ,TEGUH PENYULUH YANG HANDAL,GANECA EXACT,JAKARTA,2007,813,AHM,TEG,DAK203,2,BAIK
20-06-2023,2137-2139/SMPN3 KDR/2023,TRI ARYA DHYANA K ,BALI DI MATA KRAMA BALI,PANAKOM,DENPASAR,2009,900,TRI,BAL,DAK203,3,BAIK
20-06-2023,2140-2141/SMPN3 KDR/2023,A.M RUSTANDIE ,CUT NYAK DIEN,SARANA PANCA KARYA NUSA,BANDUNG,2009,928,RUS,CUT,DAK203,2,BAIK
20-06-2023,2142-2143/SMPN3 KDR/2023,A.M RUSTANDIE ,CUT MEUTHIA,SARANA PANCA KARYA NUSA,BANDUNG,2009,928,RUS,CUT,DAK203,2,BAIK
20-06-2023,2144-2145/SMPN3 KDR/2023,N.S ADIWIYONO ,TEKNIK MEMBACA PETA DAN KOMPAS,ANGKASA BANDUNG,,1995,912,ADI ,TEK,DAK203,2,BAIK
20-06-2023,2146-2148/SMPN3 KDR/2023,DIDING AHMAD BADRI ,KERAJAAN DEMAK,CITRA PRAYA ,BANDUNG,2008,905,DID,KER,DAK203,3,BAIK
20-06-2023,2149-2150/SMPN3 KDR/2023,DRS.MARDANAS SAFWAN,SULTAN HASANUDDIN,MUTIARA SUMBER WIDYA ,JAKARTA,2010,920,MAR,SUL,DAK203,2,BAIK
20-06-2023,2151-2152/SMPN3 KDR/2023,PAMUJI MS,MARCO POLO PELOPOR GEOGRAFI ILMIAH,ELEX MEDIA KOMPUTINDO,JAKARTA,2008,925,PAM,MAR,DAK203,2,BAIK
20-06-2023,2153-2154/SMPN3 KDR/2023,DRS.MARDANAS SAFWAN,GERUNGAN SAUL SAMUEL JACOB RATULANGI,MUTIARA SUMBER WIDYA ,JAKARTA,2010,928,MAR,GER,DAK203,2,BAIK
20-06-2023,2155-2158/SMPN3 KDR/2023,DINA ALFIYANTI ,MENGENAL PAHLAWAN NASIONAL 1,ESENSI ERLANGGA GROUP,,2012,929,DIN,MEN,DAK203,4,BAIK
20-06-2023,2163-2164/SMPN3 KDR/2023,DRS.MARDANAS SAFWAN,SULTAN SYARIF KASIM II,MUTIARA SUMBER WIDYA ,,1986,920.71,MAR,SUL,DAK203,2,BAIK
20-06-2023,2165-2166/SMPN3 KDR/2023,DENI YUDIAWAN S.SI,PANDUAN PRAKTIS BERPETUALANG DI ALAM BEBAS,PUSPASWARA,JAKARTA,2010,910.2,DEN,PAN,DAK203,2,BAIK
20-06-2023,2167-2168/SMPN3 KDR/2023,DRS.VALENTINO BARUS,TOKOH PAHLAWAN SERI PEJUANG KEMERDEKAAN,LESTARI KIRANATAMA,JAKARTA,2010,928,VAL,TOK,DAK203,2,BAIK
20-06-2023,2172-2173/SMPN3 KDR/2023,JOKO DARMAWAN,KERJAAN NUSANTARA,ESENSI ERLANGGA GROUP,,2016,959.8,JOK,KER,DAK203,2,BAIK
20-06-2023,2174-2175/SMPN3 KDR/2023,SUTRISNO KUTOYO ,H.AGUS SALIM,MUTIARA SUMBER WIDYA ,JAKARTA,2001,920,SUT,AGU,DAK203,2,BAIK
20-06-2023,2178-2179/SMPN3 KDR/2023,SUCIPTO ,PERKEMBANGAN MASYARAKAT PADA MASA KERAJAAN HINDU BUDHA,TIGA SERANGKAI PUSTKA M,SURAKARTA,2009,959,SUC,PER,DAK203,2,BAIK
20-06-2023,2187-2188/SMPN3 KDR/2023,DRS.MARDANAS SAFWAN,K.H AKHMAD DAHLAN,MUTIARA SUMBER WIDYA ,JAKARTA,2001,928,MAR,AKH,DAK203,2,BAIK
20-06-2023,2192-2193/SMPN3 KDR/2023,DRS.MARDANAS SAFWAN,SULTAN MAHMUD BADARUDDIN II,MUTIARA SUMBER WIDYA ,JAKARTA,2001,929,MAR,SUL,DAK203,2,BAIK
20-06-2023,2194-2195/SMPN3 KDR/2023,SULISTIANI ,KERAJAAN-KERAJAAN DI INDONESIA,WIDYA DUTA GRAFIKA,SURAKARTA,2010,959.8,SUL,KER,DAK203,2,BAIK
20-06-2023,2196-2197/SMPN3 KDR/2023,DRS.MARDANAS SAFWAN,MUHAMMAD HUSNI THAMRIN,MUTIARA SUMBER WIDYA ,JAKARTA,2001,923.5,MAR,MUH,DAK203,2,BAIK
20-06-2023,2198-2199/SMPN3 KDR/2023,EKO PRAPTANTO ,SEJARAH INDONESIA 2,BINA SUMBER DAYA MIPA,JAKARTA,2010,959.8,EKO,SEJ,DAK203,2,BAIK
20-06-2023,2200-2201/SMPN3 KDR/2023,EKO PRAPTANTO ,SEJARAH INDONESIA 6,BINA SUMBER DAYA MIPA,JAKARTA,2010,900,EKO,SEJ,DAK203,2,BAIK
20-06-2023,2202-2206/SMPN3 KDR/2023,IAN MUSTAFA,SULTAN AGENG TIRTAYASA,BINTANG ILMU ,,2009,920,IAN,SUL,DAK203,5,BAIK
20-06-2023,2207-2211/SMPN3 KDR/2023,TIM CBM,MENJELAJAH NEGERI KINCIR ANGIN,NUANSA CITRA GRAFIKA ,BANDUNG,2007,949.2,TIM,MEN,DAK203,5,BAIK
20-06-2023,2216-2217/SMPN3 KDR/2023,FIDELARA ,AKU BANGGA PAHLAWANKU,ARMANDELTA SELARAS,JAKARTA,2015,928,FID,AKU,DAK203,2,BAIK
20-06-2023,2218-2222/SMPN3 KDR/2023,TIM CBM,MENJELAJAH KE KOTA AIR VENESIA,NUANSA CITRA GRAFIKA ,BANDUNG,2007,910,TIM,MEN,DAK203,5,BAIK
20-06-2023,2223-2226/SMPN3 KDR/2023,TIM CBM,MENJELAJAH ANAK BENUA,NUANSA CITRA GRAFIKA ,BANDUNG,2007,910,TIM,MEN,DAK203,4,BAIK
20-06-2023,2229-2230/SMPN3 KDR/2023,BAHRUDIN SUPARDI ,BUNG HATTA MASA PEMERINTAHAN I,REMAJA ROSDAKARYA ,BANDUNG,2006,923.1,BAH,BUN,DAK203,2,BAIK
20-06-2023,2231-2232/SMPN3 KDR/2023,SARI PUSPARINI ,MASA REMAJA PUTRA SANG FAJAR,REMAJA ROSDAKARYA ,BANDUNG,2001,923.1,SAR,MAS,DAK203,2,BAIK
20-06-2023,2233-2234/SMPN3 KDR/2023,SARI PUSPARINI ,MASA DEWASA PUTRA SANG FAJAR,REMAJA ROSDAKARYA ,BANDUNG,2001,923.1,SAR,MAS,DAK203,2,BAIK
20-06-2023,2235-2236/SMPN3 KDR/2023,BAHRUDIN SUPARDI ,BUNG HATTA MASA REMAJA,REMAJA ROSDAKARYA ,BANDUNG,2006,923.1,BAH,BUN,DAK203,2,BAIK
20-06-2023,2237-2238/SMPN3 KDR/2023,ERSY LESTARI ,PROKLAMASI KEMERDEKAAN REPUBLIK INDONESIA,MEDIA CERDAS NASIONAL ,,2012,904,ERS,PRO,DAK203,2,BAIK
20-06-2023,2239-2240/SMPN3 KDR/2023,B.A SALEH ,RADEN AJENG KARTINI,CITRA PRAYA ,,2007,928,SAL,RAD,DAK203,2,BAIK
20-06-2023,2241-2242/SMPN3 KDR/2023,B.A SALEH ,PANGLIMA BESAR JENDERAL SOEDIRMAN,CITRA PRAYA ,,2007,928,SAL,PAN,DAK203,2,BAIK
20-06-2023,2243-2244/SMPN3 KDR/2023,B.A SALEH ,KIAI HAJI AHMAD DAHLAN,CITRA PRAYA ,,2007,928,SAL,KIA,DAK203,2,BAIK
20-06-2023,2245-2246/SMPN3 KDR/2023,EKO PRAPTANTO ,SEJARAH INDONESIA 4,BINA SUMBER DAYA MIPA,JAKARTA,2010,959.8,EKO,SEJ,DAK203,2,BAIK
20-06-2023,2247-2248/SMPN3 KDR/2023,B.A SALEH ,MOHAMMAD HATTA,CITRA PRAYA ,,2007,920,SAL,MOH,DAK203,2,BAIK
20-06-2023,2249-2250/SMPN3 KDR/2023,B.A SALEH ,H.O.S TJOKROAMINOTO,CITRA PRAYA ,,2007,922,SAL,HOS,DAK203,2,BAIK
20-06-2023,2253-2254/SMPN3 KDR/2023,RUSWANDI HERMAWAN ,KEHIDUPAN PADA MASA PRA-INDONESIA ZAMAN PERGERAKAN,SETIA PURNA INVES,BANDUNG,2008,959,RUS,KEH,DAK203,2,BAIK
20-06-2023,2255-2256/SMPN3 KDR/2023,NURSANTI RIANDINI ,ZAMRUD KHATULISTIWA INDONESIA,BEE MEDIA INDONESIA ,JAKARTA,2009,959.8,NUR,ZAM,DAK203,2,BAIK
20-06-2023,2257-2258/SMPN3 KDR/2023,BAHRUDIN SUPARDI ,BUNG HATTA MASA PEMUDA,ROSDA,BANDUNG,2006,923.1,BAH,BUN,DAK203,2,BAIK
20-06-2023,2259-2263/SMPN3 KDR/2023,"AHMAD THOMMY H,S.S",INDONESIA HEROES STORIES,ERA PUSTAKA UTAMA,SURAKARTA,2008,959.8,AHM,IND,DAK203,5,BAIK
20-06-2023,2264-2266/SMPN3 KDR/2023,SUKMALA DEWI ,PESONA INDONESIA,BINTANG ILMU ,,2009,910.2,SUK,PES,DAK203,3,BAIK
20-06-2023,2267-2268/SMPN3 KDR/2023,BAHRUDIN SUPARDI ,BUNG HATTA MASA KECIL,ROSDA,BANDUNG,2006,920,BAH,BUN,DAK203,2,BAIK
20-06-2023,2269-2270/SMPN3 KDR/2023,BAHRUDIN SUPARDI ,BUNG HATTA MASA KEMERDEKAAN,ROSDA,BANDUNG,2006,920,BAH,BUN,DAK203,2,BAIK
21-06-2023,2271-2272/SMPN3 KDR/2023,ENNY SUKASIH ,MENGENAL TOKOH-TOKOH PERGERAKAN NASIONAL,MEDIATAMA ,SURAKARTA,2008,928,ENN,MEN,DAK203,2,BAIK
21-06-2023,2273/SMPN3 KDR/2023,MARIZKA KHAIRUNNISA ,PROFIL PARA PEJUANG HAM,PERMATA EQUATOR ,,2008,923.4,MAR,PRO,DAK203,1,BAIK
21-06-2023,2274/SMPN3 KDR/2023,SUTRIO HADI ,KAMU BISA JADI ILMUAN,NOBEL EDUMEDIA,JAKARTA,2010,920,SUT,KAM,DAK203,1,BAIK
21-06-2023,2275/SMPN3 KDR/2023,SULISTIANI ,CUACA DAN IKLIM,WIDYA DUTA GRAFIKA,,2007,900,SUL,CUA,DAK203,1,BAIK
21-06-2023,2276/SMPN3 KDR/2023,RUSWANDI HERMAWAN ,KEHIDUPAN PADA MASA PASCA KEMERDEKAAN,SETIA PURNA INVES,BANDUNG,2008,904.7,RUS,KEH,DAK203,1,BAIK
21-06-2023,2277/SMPN3 KDR/2023,RUSWANDI HERMAWAN ,KEHIDUPAN PADA MASA PRA-INDONESIA PRASEJARAH,SETIA PURNA INVES,BANDUNG,2008,930,RUS,KEH,DAK203,1,BAIK
21-06-2023,2279/SMPN3 KDR/2023,AKHMAD ZAMRONI ,MENGENAL BENUA,WIDYA DUTA GRAFIKA,BANDUNG,2008,910.14,AKH,MEN,DAK203,1,BAIK
21-06-2023,2281/SMPN3 KDR/2023,R.M BUYA AST,SULTAN SURIANSYAH,BINTANG BOOKS ,,2009,920,BUY,SUL,DAK203,1,BAIK
21-06-2023,2283/SMPN3 KDR/2023,DRS.AMRIN IMRAN ,LETJEN OERIP SOEMOHARDJO,MUTIARA SUMBER WIDYA ,JAKARTA,2010,928,AMR,LET,DAK203,1,BAIK
21-06-2023,2285/SMPN3 KDR/2023,DRS.LA ODE BOA ,LIPU,GANECA EXACT,JAKARTA,2007,959,LAO,LIP,DAK203,1,BAIK
21-06-2023,2286/SMPN3 KDR/2023,A.SETIAWAN ,NEWTON ARCHIMEDES MARCONI DALAN CERITA,MULTAZAM MULIA UTAMA,JAKARTA,2014,925,SET,NEW,DAK203,1,BAIK
21-06-2023,2290/SMPN3 KDR/2023,N.SAHABUDIN ,SERI TOKOH PENEMU WRIGHT BERSAUDARA,JASA GRAFIKA INDONESIA,BANDUNG,2007,920.1,SAH,SER,DAK203,1,BAIK
21-06-2023,2291/SMPN3 KDR/2023,DEVI ANDRIAN ,MENGENAL PAHLAWAN,MITRA AKSARA PANAITAN,JAKARTA,2007,920.02,DEV,MEN,DAK203,1,BAIK
